event_name,event_date,fighter_red,fighter_blue,red_open,blue_open,red_close_low,red_close_high,blue_close_low,blue_close_high,red_open_decimal,blue_open_decimal,red_bfo_url,blue_bfo_url,bfo_event_url,match_status
UFC Fight Night: Whittaker vs. De Ridder,,Robert Whittaker,Reinier de Ridder,-196,+152,-148,-148,+136,+136,1.510204081632653,2.52,https://www.bestfightodds.com/fighters/Robert-Whittaker-3761,https://www.bestfightodds.com/fighters/Reinier-de-Ridder-8891,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Petr Yan,Marcus McGhee,-400,+285,-350,-350,+300,+300,1.25,3.85,https://www.bestfightodds.com/fighters/Petr-Yan-7578,https://www.bestfightodds.com/fighters/Marcus-McGhee-14050,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Shara Magomedov,Marc-Andre Barriault,,,,,,,,,https://www.bestfightodds.com/fighters/Shara-Magomedov-17740,https://www.bestfightodds.com/fighters/Marc-Andre-Barriault-8960,,no_match
UFC Fight Night: Whittaker vs. De Ridder,,Asu Almabayev,Ramazan Temirov,,,,,,,,,https://www.bestfightodds.com/fighters/Asu-Almabayev-16167,https://www.bestfightodds.com/fighters/Ramazan-Temirov-18532,,no_match
UFC Fight Night: Whittaker vs. De Ridder,,Nikita Krylov,Bogdan Guskov,-205,+160,-196,-196,+170,+170,1.4878048780487805,2.6,https://www.bestfightodds.com/fighters/Nikita-Krylov-4188,https://www.bestfightodds.com/fighters/Bogdan-Guskov-16384,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Bryce Mitchell,Said Nurmagomedov,-143,+112,-137,-137,+125,+125,1.6993006993006992,2.12,https://www.bestfightodds.com/fighters/Bryce-Mitchell-6135,https://www.bestfightodds.com/fighters/Said-Nurmagomedov-8192,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Muslim Salikhov,Carlos Leal,,,,,,,,,https://www.bestfightodds.com/fighters/Muslim-Salikhov-7701,https://www.bestfightodds.com/fighters/Carlos-Leal-Miranda-7744,,no_match
UFC Fight Night: Whittaker vs. De Ridder,,Davey Grant,Da'Mon Blackshear,+275,-375,+285,+285,-320,-320,3.75,1.2666666666666666,https://www.bestfightodds.com/fighters/Davey-Grant-4074,https://www.bestfightodds.com/fighters/Da-mon-Blackshear-8471,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Amanda Ribas,Tabatha Ricci,-186,+148,-175,-175,+155,+155,1.5376344086021505,2.48,https://www.bestfightodds.com/fighters/Amanda-Ribas-7245,https://www.bestfightodds.com/fighters/Tabatha-Ricci-10312,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Ibo Aslan,Billy Elekana,-278,+210,-278,-278,+235,+235,1.3597122302158273,3.1,https://www.bestfightodds.com/fighters/Ibo-Aslan-16319,https://www.bestfightodds.com/fighters/Billy-Elekana-12954,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Mohammad Yahya,Steven Nguyen,+295,-420,+300,+300,-320,-320,3.95,1.2380952380952381,https://www.bestfightodds.com/fighters/Mohammad-Yahya-7764,https://www.bestfightodds.com/fighters/Steven-Nguyen-9291,,matched
UFC Fight Night: Whittaker vs. De Ridder,,Martin Buday,Marcus Buchecha,+230,-315,+220,+220,-250,-250,3.3,1.3174603174603174,https://www.bestfightodds.com/fighters/Martin-Buday-11489,https://www.bestfightodds.com/fighters/Marcus-Buchecha-14323,,matched
UFC 318: Holloway vs. Poirier 3,,Max Holloway,Dustin Poirier,-130,+110,-110,-110,-102,-102,1.7692307692307692,2.1,https://www.bestfightodds.com/fighters/Max-Holloway-3090,https://www.bestfightodds.com/fighters/Dustin-Poirier-2034,,matched
UFC 318: Holloway vs. Poirier 3,,Paulo Costa,Roman Kopylov,,,,,,,,,https://www.bestfightodds.com/fighters/Paulo-Costa-7991,https://www.bestfightodds.com/fighters/Roman-Kopylov-7343,,no_match
UFC 318: Holloway vs. Poirier 3,,Daniel Rodriguez,Kevin Holland,+180,-225,+165,+165,-200,-200,2.8,1.4444444444444444,https://www.bestfightodds.com/fighters/Daniel-Rodriguez-6856,https://www.bestfightodds.com/fighters/Kevin-Holland-5910,,matched
UFC 318: Holloway vs. Poirier 3,,Patricio Freire,Dan Ige,,,,,,,,,https://www.bestfightodds.com/fighters/Patricio-Freire-1754,https://www.bestfightodds.com/fighters/Dan-Ige-6448,,no_match
UFC 318: Holloway vs. Poirier 3,,Michael Johnson,Daniel Zellhuber,,,,,,,,,https://www.bestfightodds.com/fighters/Michael-Johnson-2219,https://www.bestfightodds.com/fighters/Daniel-Zellhuber-9200,,no_match
UFC 318: Holloway vs. Poirier 3,,Vinicius Oliveira,Kyler Phillips,,,,,,,,,https://www.bestfightodds.com/fighters/Vinicius-Oliveira-16540,https://www.bestfightodds.com/fighters/Kyler-Phillips-7228,,no_match
UFC 318: Holloway vs. Poirier 3,,Brendan Allen,Marvin Vettori,-275,+200,-265,-265,+200,+200,1.3636363636363638,3.0,https://www.bestfightodds.com/fighters/Brendan-Allen-6203,https://www.bestfightodds.com/fighters/Marvin-Vettori-6541,,matched
UFC 318: Holloway vs. Poirier 3,,Nikolay Veretennikov,Francisco Prado,,,,,,,,,https://www.bestfightodds.com/fighters/Nikolay-Veretennikov-7722,https://www.bestfightodds.com/fighters/Francisco-Prado-15049,,no_match
UFC 318: Holloway vs. Poirier 3,,Ateba Gautier,Robert Valentin,-350,+240,-350,-350,+240,+240,1.2857142857142856,3.4,https://www.bestfightodds.com/fighters/Ateba-Gautier-18421,https://www.bestfightodds.com/fighters/Robert-Valentin-13471,,matched
UFC 318: Holloway vs. Poirier 3,,Islam Dulatov,Adam Fugitt,-450,+300,-460,-460,+390,+390,1.2222222222222223,4.0,https://www.bestfightodds.com/fighters/Islam-Dulatov-14955,https://www.bestfightodds.com/fighters/Adam-Fugitt-8646,,matched
UFC 318: Holloway vs. Poirier 3,,Jimmy Crute,Marcin Prachnio,,,,,,,,,https://www.bestfightodds.com/fighters/Jimmy-Crute-9838,https://www.bestfightodds.com/fighters/Marcin-Prachnio-6346,,no_match
UFC 318: Holloway vs. Poirier 3,,Ryan Spann,Lukasz Brzeski,,,,,,,,,https://www.bestfightodds.com/fighters/Ryan-Spann-3502,https://www.bestfightodds.com/fighters/Lukasz-Brzeski-10059,,no_match
UFC 318: Holloway vs. Poirier 3,,Brunno Ferreira,Jackson McVey,,,,,,,,,https://www.bestfightodds.com/fighters/Brunno-Ferreira-14404,https://www.bestfightodds.com/fighters/Jackson-McVey-15053,,no_match
UFC 318: Holloway vs. Poirier 3,,Carli Judice,Nicolle Caliari,,,,,,,,,https://www.bestfightodds.com/fighters/Carli-Judice-16539,https://www.bestfightodds.com/fighters/Nicolle-Caliari-9542,,no_match
UFC Fight Night: Lewis vs. Teixeira,,Derrick Lewis,Tallison Teixeira,+175,-250,+210,+210,-245,-245,2.75,1.4,https://www.bestfightodds.com/fighters/Derrick-Lewis-2610,https://www.bestfightodds.com/fighters/Tallison-Teixeira-18424,,matched
UFC Fight Night: Lewis vs. Teixeira,,Gabriel Bonfim,Stephen Thompson,-400,+310,-400,-400,+333,+333,1.25,4.1,https://www.bestfightodds.com/fighters/Gabriel-Bonfim-11752,https://www.bestfightodds.com/fighters/Stephen-Thompson-3092,,matched
UFC Fight Night: Lewis vs. Teixeira,,Steve Garcia,Calvin Kattar,-150,+110,-135,-135,+120,+120,1.6666666666666665,2.1,https://www.bestfightodds.com/fighters/Steve-Garcia-2576,https://www.bestfightodds.com/fighters/Calvin-Kattar-717,,matched
UFC Fight Night: Lewis vs. Teixeira,,Morgan Charriere,Nate Landwehr,-230,+190,-240,-240,+210,+210,1.434782608695652,2.9,https://www.bestfightodds.com/fighters/Morgan-Charriere-8980,https://www.bestfightodds.com/fighters/Nate-Landwehr-3413,,matched
UFC Fight Night: Lewis vs. Teixeira,,Vitor Petrino,Austen Lane,-400,+275,-649,-649,+460,+460,1.25,3.75,https://www.bestfightodds.com/fighters/Vitor-Petrino-14346,https://www.bestfightodds.com/fighters/Austen-Lane-8254,,matched
UFC Fight Night: Lewis vs. Teixeira,,Tuco Tokkos,Junior Tafa,+120,-163,+150,+150,-163,-163,2.2,1.6134969325153374,https://www.bestfightodds.com/fighters/Tuco-Tokkos-17649,https://www.bestfightodds.com/fighters/Junior-Tafa-14832,,matched
UFC Fight Night: Lewis vs. Teixeira,,Chris Curtis,Max Griffin,-275,+200,-305,-305,+250,+250,1.3636363636363638,3.0,https://www.bestfightodds.com/fighters/Chris-Curtis-6020,https://www.bestfightodds.com/fighters/Max-Griffin-6581,,matched
UFC Fight Night: Lewis vs. Teixeira,,Jake Matthews,Chidi Njokuani,+105,-138,-104,-104,-115,-115,2.05,1.7246376811594204,https://www.bestfightodds.com/fighters/Jake-Matthews-4978,https://www.bestfightodds.com/fighters/Chidi-Njokuani-2452,,matched
UFC Fight Night: Lewis vs. Teixeira,,Eduarda Moura,Lauren Murphy,-350,+240,-600,-600,+460,+460,1.2857142857142856,3.4,https://www.bestfightodds.com/fighters/Eduarda-Moura-16318,https://www.bestfightodds.com/fighters/Lauren-Murphy-4580,,matched
UFC Fight Night: Lewis vs. Teixeira,,Valter Walker,Kennedy Nzechukwu,+180,-220,+200,+200,-225,-225,2.8,1.4545454545454546,https://www.bestfightodds.com/fighters/Valter-Walker-17371,https://www.bestfightodds.com/fighters/Kennedy-Nzechukwu-7454,,matched
UFC Fight Night: Lewis vs. Teixeira,,Mike Davis,Mitch Ramirez,-900,+600,-900,-900,+650,+650,1.1111111111111112,7.0,https://www.bestfightodds.com/fighters/Mike-Davis-8423,https://www.bestfightodds.com/fighters/Mitch-Ramirez-15736,,matched
UFC Fight Night: Lewis vs. Teixeira,,Fatima Kline,Melissa Martinez,-800,+450,-1100,-1100,+750,+750,1.125,5.5,https://www.bestfightodds.com/fighters/Fatima-Kline-11138,https://www.bestfightodds.com/fighters/Melissa-Martinez-7705,,matched
UFC 317: Topuria vs. Oliveira,,Ilia Topuria,Charles Oliveira,-295,+220,-400,-400,+330,+330,1.3389830508474576,3.2,https://www.bestfightodds.com/fighters/Ilia-Topuria-8322,https://www.bestfightodds.com/fighters/Charles-Oliveira-1893,,matched
UFC 317: Topuria vs. Oliveira,,Alexandre Pantoja,Kai Kara-France,-215,+164,-245,-245,+225,+225,1.4651162790697674,2.6399999999999997,https://www.bestfightodds.com/fighters/Alexandre-Pantoja-5118,https://www.bestfightodds.com/fighters/Kai-Kara-France-8800,,matched
UFC 317: Topuria vs. Oliveira,,Joshua Van,Brandon Royval,-125,+105,+105,+105,+180,+180,1.8,2.05,https://www.bestfightodds.com/fighters/Joshua-van-14745,https://www.bestfightodds.com/fighters/Brandon-Royval-7031,,matched
UFC 317: Topuria vs. Oliveira,,Beneil Dariush,Renato Moicano,+133,-167,+136,+136,-104,-104,2.33,1.5988023952095807,https://www.bestfightodds.com/fighters/Beneil-Dariush-4633,https://www.bestfightodds.com/fighters/Renato-Moicano-5598,,matched
UFC 317: Topuria vs. Oliveira,,Payton Talbott,Felipe Lima,+125,-162,+146,+146,-150,-150,2.25,1.617283950617284,https://www.bestfightodds.com/fighters/Payton-Talbott-15422,https://www.bestfightodds.com/fighters/Felipe-Lima-10819,,matched
UFC 317: Topuria vs. Oliveira,,Gregory Rodrigues,Jack Hermansson,-198,+164,-192,-192,+195,+195,1.5050505050505052,2.6399999999999997,https://www.bestfightodds.com/fighters/Gregory-Rodrigues-6917,https://www.bestfightodds.com/fighters/Jack-Hermansson-2474,,matched
UFC 317: Topuria vs. Oliveira,,Jose Delgado,Hyder Amil,-132,+105,-125,-125,+116,+116,1.7575757575757576,2.05,https://www.bestfightodds.com/fighters/Jose-Delgado-18000,https://www.bestfightodds.com/fighters/Hyder-Amil-8178,,matched
UFC 317: Topuria vs. Oliveira,,Tracy Cortez,Viviane Araujo,-185,+154,-210,-210,+185,+185,1.5405405405405406,2.54,https://www.bestfightodds.com/fighters/Tracy-Cortez-7427,https://www.bestfightodds.com/fighters/Viviane-Araujo-9155,,matched
UFC 317: Topuria vs. Oliveira,,Terrance McKinney,Viacheslav Borshchev,-205,+160,-163,-163,+150,+150,1.4878048780487805,2.6,https://www.bestfightodds.com/fighters/Terrance-McKinney-9286,https://www.bestfightodds.com/fighters/Viacheslav-Borshchev-12730,,matched
UFC 317: Topuria vs. Oliveira,,Jacobe Smith,Niko Price,-1667,+950,-2200,-2200,+1200,+1200,1.05998800239952,10.5,https://www.bestfightodds.com/fighters/Jacobe-Smith-14991,https://www.bestfightodds.com/fighters/Niko-Price-6895,,matched
UFC 317: Topuria vs. Oliveira,,Jhonata Diniz,Alvin Hines,-250,+190,-400,-400,+380,+380,1.4,2.9,https://www.bestfightodds.com/fighters/Jhonata-Diniz-16483,https://www.bestfightodds.com/fighters/Alvin-Hines-17040,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Khalil Rountree Jr.,Jamahal Hill,,,,,,,,,https://www.bestfightodds.com/fighters/Khalil-Rountree-Jr-11552,https://www.bestfightodds.com/fighters/Jamahal-Hill-9288,,no_match
UFC Fight Night: Hill vs. Rountree Jr.,,Rafael Fiziev,Ignacio Bahamondes,-130,+110,+124,+124,-125,-125,1.7692307692307692,2.1,https://www.bestfightodds.com/fighters/Rafael-Fiziev-8258,https://www.bestfightodds.com/fighters/Ignacio-Bahamondes-9750,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Curtis Blaydes,Rizvan Kuniev,-250,+175,-240,-240,+220,+220,1.4,2.75,https://www.bestfightodds.com/fighters/Curtis-Blaydes-5732,https://www.bestfightodds.com/fighters/Rizvan-Kuniev-12573,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Myktybek Orolbai,Tofiq Musayev,-150,+125,-165,-165,+156,+156,1.6666666666666665,2.25,https://www.bestfightodds.com/fighters/Myktybek-Orolbai-16276,https://www.bestfightodds.com/fighters/Tofiq-Musayev-13682,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Nazim Sadykhov,Nikolas Motta,-380,+300,-420,-420,+360,+360,1.263157894736842,4.0,https://www.bestfightodds.com/fighters/Nazim-Sadykhov-9868,https://www.bestfightodds.com/fighters/Nikolas-Motta-9314,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Muhammad Naimov,Bogdan Grad,-220,+180,-250,-250,+210,+210,1.4545454545454546,2.8,https://www.bestfightodds.com/fighters/Muhammad-Naimov-10630,https://www.bestfightodds.com/fighters/Bogdan-Grad-16302,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Seokhyeon Ko,Oban Elliott,+250,-333,+370,+370,-480,-480,3.5,1.3003003003003002,https://www.bestfightodds.com/fighters/Seokhyeon-Ko-19541,https://www.bestfightodds.com/fighters/Oban-Elliott-9107,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,JunYong Park,Ismail Naurdiev,,,,,,,,,https://www.bestfightodds.com/fighters/Jun-Yong-Park-9312,https://www.bestfightodds.com/fighters/Ismail-Naurdiev-7558,,no_match
UFC Fight Night: Hill vs. Rountree Jr.,,Daria Zhelezniakova,Melissa Mullins,+175,-250,+225,+225,-250,-250,2.75,1.4,https://www.bestfightodds.com/fighters/Daria-Zhelezniakova-19344,https://www.bestfightodds.com/fighters/Melissa-Mullins-17402,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Klaudia Sygula,Irina Alekseeva,+140,-188,+225,+225,-245,-245,2.4,1.5319148936170213,https://www.bestfightodds.com/fighters/Klaudia-Sygula-11261,https://www.bestfightodds.com/fighters/Irina-Alekseeva-12710,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Tagir Ulanbekov,Azat Maksum,-280,+230,-395,-395,+400,+400,1.3571428571428572,3.3,https://www.bestfightodds.com/fighters/Tagir-Ulanbekov-7598,https://www.bestfightodds.com/fighters/Azat-Maksum-10897,,matched
UFC Fight Night: Hill vs. Rountree Jr.,,Mohammed Usman,Hamdy Abdelwahab,+110,-150,+150,+150,-163,-163,2.1,1.6666666666666665,https://www.bestfightodds.com/fighters/Mohammed-Usman-8067,https://www.bestfightodds.com/fighters/Hamdy-Abdelwahab-14137,,matched
UFC Fight Night: Usman vs. Buckley,,Kamaru Usman,Joaquin Buckley,+175,-225,+185,+185,-198,-198,2.75,1.4444444444444444,https://www.bestfightodds.com/fighters/Kamaru-Usman-4664,https://www.bestfightodds.com/fighters/Joaquin-Buckley-6458,,matched
UFC Fight Night: Usman vs. Buckley,,Rose Namajunas,Miranda Maverick,-200,+150,-245,-245,+210,+210,1.5,2.5,https://www.bestfightodds.com/fighters/Rose-Namajunas-3803,https://www.bestfightodds.com/fighters/Miranda-Maverick-6780,,matched
UFC Fight Night: Usman vs. Buckley,,Edmen Shahbazyan,Andre Petroski,-200,+150,-157,-157,+142,+142,1.5,2.5,https://www.bestfightodds.com/fighters/Edmen-Shahbazyan-8418,https://www.bestfightodds.com/fighters/Andre-Petroski-10388,,matched
UFC Fight Night: Usman vs. Buckley,,Raoni Barcelos,Cody Garbrandt,-175,+130,-250,-250,+225,+225,1.5714285714285714,2.3,https://www.bestfightodds.com/fighters/Raoni-Barcelos-4521,https://www.bestfightodds.com/fighters/Cody-Garbrandt-5368,,matched
UFC Fight Night: Usman vs. Buckley,,Mansur Abdul-Malik,Cody Brundage,-549,+350,-800,-800,+675,+675,1.1821493624772312,4.5,https://www.bestfightodds.com/fighters/Mansur-Abdul-Malik-12720,https://www.bestfightodds.com/fighters/Cody-Brundage-10168,,matched
UFC Fight Night: Usman vs. Buckley,,Alonzo Menifield,Oumar Sy,+275,-400,+550,+550,-649,-649,3.75,1.25,https://www.bestfightodds.com/fighters/Alonzo-Menifield-5961,https://www.bestfightodds.com/fighters/Oumar-Sy-12679,,matched
UFC Fight Night: Usman vs. Buckley,,Paul Craig,Rodolfo Bellato,+240,-350,+290,+290,-325,-325,3.4,1.2857142857142856,https://www.bestfightodds.com/fighters/Paul-Craig-6791,https://www.bestfightodds.com/fighters/Rodolfo-Bellato-11728,,matched
UFC Fight Night: Usman vs. Buckley,,Michael Chiesa,Court McGee,-275,+200,-325,-325,+270,+270,1.3636363636363638,3.0,https://www.bestfightodds.com/fighters/Michael-Chiesa-3317,https://www.bestfightodds.com/fighters/Court-McGee-1956,,matched
UFC Fight Night: Usman vs. Buckley,,Malcolm Wellmaker,Kris Moutinho,-1350,+800,-1650,-1650,+1000,+1000,1.074074074074074,9.0,https://www.bestfightodds.com/fighters/Malcolm-Wellmaker-18273,https://www.bestfightodds.com/fighters/Kris-Moutinho-6239,,matched
UFC Fight Night: Usman vs. Buckley,,Jose Ochoa,Cody Durden,-125,-105,-200,-200,+180,+180,1.8,1.9523809523809523,https://www.bestfightodds.com/fighters/Jose-Ochoa-16739,https://www.bestfightodds.com/fighters/Cody-Durden-10231,,matched
UFC Fight Night: Usman vs. Buckley,,Ricky Simon,Cameron Smotherman,-500,+350,-390,-390,+360,+360,1.2,4.5,https://www.bestfightodds.com/fighters/Ricky-Simon-5780,https://www.bestfightodds.com/fighters/Cameron-Smotherman-12367,,matched
UFC Fight Night: Usman vs. Buckley,,Phil Rowe,Ange Loosa,+124,-148,+154,+154,-163,-163,2.24,1.6756756756756757,https://www.bestfightodds.com/fighters/Phil-Rowe-9898,https://www.bestfightodds.com/fighters/Ange-Loosa-9074,,matched
UFC Fight Night: Usman vs. Buckley,,Jamey-Lyn Horth,Vanessa Demopoulos,-395,+310,-620,-620,+470,+470,1.2531645569620253,4.1,https://www.bestfightodds.com/fighters/Jamey-Lyn-Horth-15531,https://www.bestfightodds.com/fighters/Vanessa-Demopoulos-8998,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Merab Dvalishvili,Sean O'Malley,-295,+225,-225,-225,+220,+220,1.3389830508474576,3.25,https://www.bestfightodds.com/fighters/Merab-Dvalishvili-6415,https://www.bestfightodds.com/fighters/Sean-O-Malley-7125,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Kayla Harrison,Julianna Pena,-590,+440,-560,-560,+500,+500,1.1694915254237288,5.4,https://www.bestfightodds.com/fighters/Kayla-Harrison-8276,https://www.bestfightodds.com/fighters/Julianna-Pena-1816,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Joe Pyfer,Kelvin Gastelum,-385,+295,-360,-360,+340,+340,1.2597402597402598,3.95,https://www.bestfightodds.com/fighters/Joe-Pyfer-8530,https://www.bestfightodds.com/fighters/Kelvin-Gastelum-4061,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Mario Bautista,Patchy Mix,,,,,,,,,https://www.bestfightodds.com/fighters/Mario-Bautista-8867,https://www.bestfightodds.com/fighters/Patchy-Mix-10278,,no_match
UFC 316: Dvalishvili vs. O'Malley 2,,Kevin Holland,Vicente Luque,-200,+150,-180,-180,+175,+175,1.5,2.5,https://www.bestfightodds.com/fighters/Kevin-Holland-5910,https://www.bestfightodds.com/fighters/Vicente-Luque-5744,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Joshua Van,Bruno Silva,-350,+240,-649,-649,+525,+525,1.2857142857142856,3.4,https://www.bestfightodds.com/fighters/Joshua-van-14745,https://www.bestfightodds.com/fighters/Bruno-Silva-7121,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Azamat Murzakanov,Brendson Ribeiro,-425,+330,-620,-620,+550,+550,1.2352941176470589,4.3,https://www.bestfightodds.com/fighters/Azamat-Murzakanov-7264,https://www.bestfightodds.com/fighters/Brendson-Ribeiro-13392,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Waldo Cortes-Acosta,Serghei Spivac,+120,-142,+150,+150,-163,-163,2.2,1.704225352112676,https://www.bestfightodds.com/fighters/Waldo-Cortes-Acosta-12830,https://www.bestfightodds.com/fighters/Serghei-Spivac-9985,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Andreas Gustafsson,Khaos Williams,+150,-188,+164,+164,-188,-188,2.5,1.5319148936170213,https://www.bestfightodds.com/fighters/Andreas-Gustafsson-8971,https://www.bestfightodds.com/fighters/Khaos-Williams-9974,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,Wang Cong,Ariane da Silva,-360,+280,-500,-500,+460,+460,1.2777777777777777,3.8,https://www.bestfightodds.com/fighters/Wang-Cong-18152,https://www.bestfightodds.com/fighters/Ariane-da-Silva-18630,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,JooSang Yoo,Jeka Saragih,,,,,,,,,https://www.bestfightodds.com/fighters/Joo-Sang-Yoo-19436,https://www.bestfightodds.com/fighters/Jeka-Saragih-15072,,no_match
UFC 316: Dvalishvili vs. O'Malley 2,,Quillan Salkilld,Yanal Ashmouz,-305,+230,-395,-395,+350,+350,1.3278688524590163,3.3,https://www.bestfightodds.com/fighters/Quillan-Salkilld-16405,https://www.bestfightodds.com/fighters/Yanal-Ashmouz-15722,,matched
UFC 316: Dvalishvili vs. O'Malley 2,,MarQuel Mederos,Mark Choinski,-250,+175,-148,-148,+140,+140,1.4,2.75,https://www.bestfightodds.com/fighters/Marquel-Mederos-10796,https://www.bestfightodds.com/fighters/Mark-Choinski-17481,,matched
UFC Fight Night: Blanchfield vs. Barber,,Mateusz Gamrot,Ludovit Klein,-148,+118,-154,-154,+140,+140,1.6756756756756757,2.1799999999999997,https://www.bestfightodds.com/fighters/Mateusz-Gamrot-4189,https://www.bestfightodds.com/fighters/Ludovit-Klein-7610,,matched
UFC Fight Night: Blanchfield vs. Barber,,Ramiz Brahimaj,Billy Ray Goff,+270,-340,+340,+340,-400,-400,3.7,1.2941176470588236,https://www.bestfightodds.com/fighters/Ramiz-Brahimaj-7724,https://www.bestfightodds.com/fighters/Billy-Ray-Goff-19415,,matched
UFC Fight Night: Blanchfield vs. Barber,,Dustin Jacoby,Bruno Lopes,-137,+112,-182,-182,+165,+165,1.72992700729927,2.12,https://www.bestfightodds.com/fighters/Dustin-Jacoby-2939,https://www.bestfightodds.com/fighters/Bruno-Lopes-14106,,matched
UFC Fight Night: Blanchfield vs. Barber,,Ketlen Vieira,Macy Chiasson,-124,+100,+130,+130,-140,-140,1.8064516129032258,2.0,https://www.bestfightodds.com/fighters/Ketlen-Vieira-6585,https://www.bestfightodds.com/fighters/Macy-Chiasson-8148,,matched
UFC Fight Night: Blanchfield vs. Barber,,Zachary Reese,Dusko Todorovic,,,,,,,,,https://www.bestfightodds.com/fighters/Zachary-Reese-14747,https://www.bestfightodds.com/fighters/Dusko-Todorovic-9397,,no_match
UFC Fight Night: Blanchfield vs. Barber,,Allan Nascimento,Jafel Filho,-120,-110,-120,-120,+104,+104,1.8333333333333335,1.9090909090909092,https://www.bestfightodds.com/fighters/Allan-Nascimento-6373,https://www.bestfightodds.com/fighters/Jafel-Filho-14406,,matched
UFC Fight Night: Blanchfield vs. Barber,,Jordan Leavitt,Kurt Holobaugh,-165,+132,-230,-230,+210,+210,1.606060606060606,2.3200000000000003,https://www.bestfightodds.com/fighters/Jordan-Leavitt-10210,https://www.bestfightodds.com/fighters/Kurt-Holobaugh-3814,,matched
UFC Fight Night: Blanchfield vs. Barber,,Bolaji Oki,Michael Aswell,-345,+275,-575,-575,+460,+460,1.289855072463768,3.75,https://www.bestfightodds.com/fighters/Bolaji-Oki-16406,https://www.bestfightodds.com/fighters/Michael-Aswell-12369,,matched
UFC Fight Night: Blanchfield vs. Barber,,Alice Ardelean,Rayanne dos Santos,+240,-305,+180,+180,-210,-210,3.4,1.3278688524590163,https://www.bestfightodds.com/fighters/Alice-Ardelean-15320,https://www.bestfightodds.com/fighters/Rayanne-Dos-Santos-15719,,matched
UFC Fight Night: Burns vs. Morales,,Michael Morales,Gilbert Burns,-430,+300,-475,-475,+410,+410,1.2325581395348837,4.0,https://www.bestfightodds.com/fighters/Michael-Morales-12495,https://www.bestfightodds.com/fighters/Gilbert-Burns-4747,,matched
UFC Fight Night: Burns vs. Morales,,Mairon Santos,Sodiq Yusuff,-135,+114,-148,-148,+130,+130,1.7407407407407407,2.1399999999999997,https://www.bestfightodds.com/fighters/Mairon-Santos-13140,https://www.bestfightodds.com/fighters/Sodiq-Yusuff-6562,,matched
UFC Fight Night: Burns vs. Morales,,Nursulton Ruziboev,Dustin Stoltzfus,-278,+225,-240,-240,+215,+215,1.3597122302158273,3.25,https://www.bestfightodds.com/fighters/Nursulton-Ruziboev-10851,https://www.bestfightodds.com/fighters/Dustin-Stoltzfus-10214,,matched
UFC Fight Night: Burns vs. Morales,,Melquizael Costa,Julian Erosa,-205,+170,-160,-160,+140,+140,1.4878048780487805,2.7,https://www.bestfightodds.com/fighters/Melquizael-Costa-13774,https://www.bestfightodds.com/fighters/Julian-Erosa-6088,,matched
UFC Fight Night: Burns vs. Morales,,Gabe Green,Matheus Camilo,+143,-180,+175,+175,-185,-185,2.4299999999999997,1.5555555555555556,https://www.bestfightodds.com/fighters/Gabe-Green-10506,https://www.bestfightodds.com/fighters/Matheus-Camilo-13029,,matched
UFC Fight Night: Burns vs. Morales,,Jared Gordon,Thiago Moises,+102,-122,-120,-120,+110,+110,2.02,1.819672131147541,https://www.bestfightodds.com/fighters/Jared-Gordon-2971,https://www.bestfightodds.com/fighters/Thiago-Moises-6149,,matched
UFC Fight Night: Burns vs. Morales,,Yadier del Valle,Connor Matthews,,,,,,,,,https://www.bestfightodds.com/fighters/Manuel-Del-Valle-16843,https://www.bestfightodds.com/fighters/Connor-Matthews-13028,,no_match
UFC Fight Night: Burns vs. Morales,,Luana Santos,Tainara Lisboa,-105,-115,-177,-177,+154,+154,1.9523809523809523,1.8695652173913042,https://www.bestfightodds.com/fighters/Luana-Santos-14049,https://www.bestfightodds.com/fighters/Tainara-Lisboa-15245,,matched
