event_name,event_date,fighter_red,fighter_blue,red_open,blue_open,red_close_low,red_close_high,blue_close_low,blue_close_high,red_open_decimal,blue_open_decimal,red_bfo_url,blue_bfo_url,bfo_event_url,match_status
UFC 300: Pereira vs. Hill,,Aljamain Sterling,Calvin Kattar,-142,+120,-170,-170,+165,+165,1.704225352112676,2.2,https://www.bestfightodds.com/fighters/Aljamain-Sterling-4688,https://www.bestfightodds.com/fighters/Calvin-Kattar-717,,matched
UFC 300: Pereira vs. Hill,,Kayla Harrison,Holly Holm,-310,+250,-430,-430,+360,+360,1.3225806451612903,3.5,https://www.bestfightodds.com/fighters/Kayla-Harrison-8276,https://www.bestfightodds.com/fighters/Holly-Holm-3908,,matched
UFC 300: Pereira vs. Hill,,Diego Lopes,Sodiq Yusuff,-180,+140,-135,-135,+140,+140,1.5555555555555556,2.4,https://www.bestfightodds.com/fighters/Diego-Lopes-12328,https://www.bestfightodds.com/fighters/Sodiq-Yusuff-6562,,matched
UFC 300: Pereira vs. Hill,,Renato Moicano,Jalin Turner,+110,-130,+225,+225,-225,-225,2.1,1.7692307692307692,https://www.bestfightodds.com/fighters/Renato-Moicano-5598,https://www.bestfightodds.com/fighters/Jalin-Turner-6854,,matched
UFC 300: Pereira vs. Hill,,Jessica Andrade,Marina Rodriguez,-175,+145,-140,-140,+136,+136,1.5714285714285714,2.45,https://www.bestfightodds.com/fighters/Jessica-Andrade-4201,https://www.bestfightodds.com/fighters/Marina-Rodriguez-8543,,matched
UFC 300: Pereira vs. Hill,,King Green,Jim Miller,,,,,,,,,https://www.bestfightodds.com/fighters/King-Green-19196,https://www.bestfightodds.com/fighters/Jim-Miller-265,,no_match
UFC 300: Pereira vs. Hill,,Deiveson Figueiredo,Cody Garbrandt,-148,+124,-335,-335,+300,+300,1.6756756756756757,2.24,https://www.bestfightodds.com/fighters/Deiveson-Figueiredo-7514,https://www.bestfightodds.com/fighters/Cody-Garbrandt-5368,,matched
UFC Fight Night: Allen vs. Curtis 2,,Brendan Allen,Chris Curtis,-278,+225,-210,-210,+190,+190,1.3597122302158273,3.25,https://www.bestfightodds.com/fighters/Brendan-Allen-6203,https://www.bestfightodds.com/fighters/Chris-Curtis-6020,,matched
UFC Fight Night: Allen vs. Curtis 2,,Damon Jackson,Alexander Hernandez,+140,-188,+165,+165,-180,-180,2.4,1.5319148936170213,https://www.bestfightodds.com/fighters/Damon-Jackson-3828,https://www.bestfightodds.com/fighters/Alexander-Hernandez-7977,,matched
UFC Fight Night: Allen vs. Curtis 2,,Chepe Mariscal,Morgan Charriere,-120,-110,+126,+126,-129,-129,1.8333333333333335,1.9090909090909092,https://www.bestfightodds.com/fighters/Chepe-Mariscal-16150,https://www.bestfightodds.com/fighters/Morgan-Charriere-8980,,matched
UFC Fight Night: Allen vs. Curtis 2,,Ignacio Bahamondes,Christos Giagos,-275,+200,-300,-300,+280,+280,1.3636363636363638,3.0,https://www.bestfightodds.com/fighters/Ignacio-Bahamondes-9750,https://www.bestfightodds.com/fighters/Christos-Giagos-5071,,matched
UFC Fight Night: Allen vs. Curtis 2,,Charlie Campbell,Trevor Peek,-192,+160,-150,-150,+145,+145,1.5208333333333335,2.6,https://www.bestfightodds.com/fighters/Charlie-Campbell-10235,https://www.bestfightodds.com/fighters/Trevor-Peek-14364,,matched
UFC Fight Night: Allen vs. Curtis 2,,Alex Morono,Court McGee,-350,+240,-290,-290,+290,+290,1.2857142857142856,3.4,https://www.bestfightodds.com/fighters/Alex-Morono-2727,https://www.bestfightodds.com/fighters/Court-McGee-1956,,matched
UFC Fight Night: Allen vs. Curtis 2,,Lukasz Brzeski,Valter Walker,+275,-400,+210,+210,-225,-225,3.75,1.25,https://www.bestfightodds.com/fighters/Lukasz-Brzeski-10059,https://www.bestfightodds.com/fighters/Valter-Walker-17371,,matched
UFC Fight Night: Allen vs. Curtis 2,,Norma Dumont,Germaine de Randamie,-175,+130,-105,-105,+105,+105,1.5714285714285714,2.3,https://www.bestfightodds.com/fighters/Norma-Dumont-9825,https://www.bestfightodds.com/fighters/Germaine-de-Randamie-2269,,matched
UFC Fight Night: Allen vs. Curtis 2,,Victor Hugo,Pedro Falcao,-150,+118,-140,-140,+135,+135,1.6666666666666665,2.1799999999999997,https://www.bestfightodds.com/fighters/Victor-Hugo-12838,https://www.bestfightodds.com/fighters/Pedro-Falcao-5809,,matched
UFC Fight Night: Allen vs. Curtis 2,,Jean Matsumoto,Dan Argueta,-225,+163,-155,-155,+143,+143,1.4444444444444444,2.63,https://www.bestfightodds.com/fighters/Jean-Matsumoto-14110,https://www.bestfightodds.com/fighters/Dan-Argueta-14725,,matched
UFC Fight Night: Allen vs. Curtis 2,,Cesar Almeida,Dylan Budka,-143,+116,+140,+140,-145,-145,1.6993006993006992,2.16,https://www.bestfightodds.com/fighters/Cesar-Almeida-16304,https://www.bestfightodds.com/fighters/Dylan-Budka-13649,,matched
UFC Fight Night: Allen vs. Curtis 2,,Nora Cornolle,Melissa Mullins,+205,-250,+310,+310,-350,-350,3.05,1.4,https://www.bestfightodds.com/fighters/Nora-Cornolle-14385,https://www.bestfightodds.com/fighters/Melissa-Mullins-17402,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Manon Fiorot,Erin Blanchfield,+120,-142,+180,+180,+700,+700,2.2,1.704225352112676,https://www.bestfightodds.com/fighters/Manon-Fiorot-8225,https://www.bestfightodds.com/fighters/Erin-Blanchfield-8336,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Joaquin Buckley,Vicente Luque,+136,-162,+124,+124,-122,-122,2.3600000000000003,1.617283950617284,https://www.bestfightodds.com/fighters/Joaquin-Buckley-6458,https://www.bestfightodds.com/fighters/Vicente-Luque-5744,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Chris Weidman,Bruno Silva,+200,-245,+170,+170,-175,-175,3.0,1.4081632653061225,https://www.bestfightodds.com/fighters/Chris-Weidman-2309,https://www.bestfightodds.com/fighters/Bruno-Silva-7121,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Nursulton Ruziboev,Sedriques Dumas,-298,+240,-220,-220,+375,+375,1.3355704697986577,3.4,https://www.bestfightodds.com/fighters/Nursulton-Ruziboev-10851,https://www.bestfightodds.com/fighters/Sedriques-Dumas-12309,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Kyle Nelson,Bill Algeo,+150,-180,+250,+250,-222,-222,2.5,1.5555555555555556,https://www.bestfightodds.com/fighters/Kyle-Nelson-3633,https://www.bestfightodds.com/fighters/Bill-Algeo-9171,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Chidi Njokuani,Rhys McKee,-205,+170,-125,-125,+475,+475,1.4878048780487805,2.7,https://www.bestfightodds.com/fighters/Chidi-Njokuani-2452,https://www.bestfightodds.com/fighters/Rhys-McKee-6874,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Nate Landwehr,Jamall Emmers,+154,-185,+375,+375,-165,-165,2.54,1.5405405405405406,https://www.bestfightodds.com/fighters/Nate-Landwehr-3413,https://www.bestfightodds.com/fighters/Jamall-Emmers-6475,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Virna Jandiroba,Loopy Godinez,,,,,,,,,https://www.bestfightodds.com/fighters/Virna-Jandiroba-7726,https://www.bestfightodds.com/fighters/Loopy-Godinez-12828,,no_match
UFC Fight Night: Blanchfield vs. Fiorot,,Julio Arce,Herbert Burns,-560,+410,-340,-340,+375,+375,1.1785714285714286,5.1,https://www.bestfightodds.com/fighters/Julio-Arce-7436,https://www.bestfightodds.com/fighters/Herbert-Burns-4735,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Dennis Buzukja,Connor Matthews,-130,+110,-105,-105,+235,+235,1.7692307692307692,2.1,https://www.bestfightodds.com/fighters/Dennis-Buzukja-8602,https://www.bestfightodds.com/fighters/Connor-Matthews-13028,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Ibo Aslan,Anton Turkalj,-125,+105,-124,-124,+122,+122,1.8,2.05,https://www.bestfightodds.com/fighters/Ibo-Aslan-16319,https://www.bestfightodds.com/fighters/Anton-Turkalj-10870,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Jacob Malkoun,Andre Petroski,-192,+160,-225,-225,+205,+205,1.5208333333333335,2.6,https://www.bestfightodds.com/fighters/Jacob-Malkoun-10348,https://www.bestfightodds.com/fighters/Andre-Petroski-10388,,matched
UFC Fight Night: Blanchfield vs. Fiorot,,Caolan Loughran,Angel Pacheco,-270,+220,-480,-480,+400,+400,1.3703703703703702,3.2,https://www.bestfightodds.com/fighters/Caolan-Loughran-13592,https://www.bestfightodds.com/fighters/Angel-Pacheco-13017,,matched
UFC Fight Night: Ribas vs. Namajunas,,Rose Namajunas,Amanda Ribas,-182,+148,-210,-210,+185,+185,1.5494505494505495,2.48,https://www.bestfightodds.com/fighters/Rose-Namajunas-3803,https://www.bestfightodds.com/fighters/Amanda-Ribas-7245,,matched
UFC Fight Night: Ribas vs. Namajunas,,Karl Williams,Justin Tafa,-290,+215,-180,-180,+175,+175,1.3448275862068966,3.15,https://www.bestfightodds.com/fighters/Karl-Williams-13254,https://www.bestfightodds.com/fighters/Justin-Tafa-9315,,matched
UFC Fight Night: Ribas vs. Namajunas,,Edmen Shahbazyan,AJ Dobson,-135,+114,-190,-190,+165,+165,1.7407407407407407,2.1399999999999997,https://www.bestfightodds.com/fighters/Edmen-Shahbazyan-8418,https://www.bestfightodds.com/fighters/Aj-Dobson-12493,,matched
UFC Fight Night: Ribas vs. Namajunas,,Payton Talbott,Cameron Saaiman,-125,+105,-154,-154,+145,+145,1.8,2.05,https://www.bestfightodds.com/fighters/Payton-Talbott-15422,https://www.bestfightodds.com/fighters/Cameron-Saaiman-11217,,matched
UFC Fight Night: Ribas vs. Namajunas,,Youssef Zalal,Billy Quarantillo,,,,,,,,,https://www.bestfightodds.com/fighters/Youssef-Zalal-8823,https://www.bestfightodds.com/fighters/Billy-Quarantillo-4159,,no_match
UFC Fight Night: Ribas vs. Namajunas,,Fernando Padilla,Luis Pajuelo,-250,+205,-165,-165,+150,+150,1.4,3.05,https://www.bestfightodds.com/fighters/Fernando-Padilla-7653,https://www.bestfightodds.com/fighters/Luis-Pajuelo-16354,,matched
UFC Fight Night: Ribas vs. Namajunas,,Trey Ogden,Kurt Holobaugh,-105,-115,-125,-125,+125,+125,1.9523809523809523,1.8695652173913042,https://www.bestfightodds.com/fighters/Trey-Ogden-5784,https://www.bestfightodds.com/fighters/Kurt-Holobaugh-3814,,matched
UFC Fight Night: Ribas vs. Namajunas,,Julian Erosa,Ricardo Ramos,+145,-175,+150,+150,-170,-170,2.45,1.5714285714285714,https://www.bestfightodds.com/fighters/Julian-Erosa-6088,https://www.bestfightodds.com/fighters/Ricardo-Ramos-5477,,matched
UFC Fight Night: Ribas vs. Namajunas,,Miles Johns,Cody Gibson,-105,-115,-136,-136,+125,+125,1.9523809523809523,1.8695652173913042,https://www.bestfightodds.com/fighters/Miles-Johns-5373,https://www.bestfightodds.com/fighters/Cody-Gibson-1915,,matched
UFC Fight Night: Ribas vs. Namajunas,,Jarno Errens,Steven Nguyen,-125,+105,+143,+143,-160,-160,1.8,2.05,https://www.bestfightodds.com/fighters/Jarno-Errens-8222,https://www.bestfightodds.com/fighters/Steven-Nguyen-9291,,matched
UFC Fight Night: Ribas vs. Namajunas,,Daria Zhelezniakova,Montserrat Rendon,,,,,,,,,https://www.bestfightodds.com/fighters/Daria-Zhelezniakova-19344,https://www.bestfightodds.com/fighters/Montserrat-Rendon-14504,,no_match
UFC Fight Night: Ribas vs. Namajunas,,Andre Lima,Igor Severino,-150,+125,-150,-150,+135,+135,1.6666666666666665,2.25,https://www.bestfightodds.com/fighters/Andre-Lima-16132,https://www.bestfightodds.com/fighters/Igor-Severino-17299,,matched
UFC Fight Night: Ribas vs. Namajunas,,Mick Parkin,Mohammed Usman,-170,+142,-134,-134,+120,+120,1.5882352941176472,2.42,https://www.bestfightodds.com/fighters/Mick-Parkin-16020,https://www.bestfightodds.com/fighters/Mohammed-Usman-8067,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Marcin Tybura,Tai Tuivasa,+102,-130,+100,+100,-114,-114,2.02,1.7692307692307692,https://www.bestfightodds.com/fighters/Marcin-Tybura-6200,https://www.bestfightodds.com/fighters/Tai-Tuivasa-7444,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Bryan Battle,Ange Loosa,-170,+142,-175,-175,+185,+185,1.5882352941176472,2.42,https://www.bestfightodds.com/fighters/Bryan-Battle-12265,https://www.bestfightodds.com/fighters/Ange-Loosa-9074,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Ovince Saint Preux,Kennedy Nzechukwu,,,,,,,,,https://www.bestfightodds.com/fighters/Ovince-St-Preux-1788,https://www.bestfightodds.com/fighters/Kennedy-Nzechukwu-7454,,no_match
UFC Fight Night: Tuivasa vs. Tybura,,Christian Rodriguez,Isaac Dulgarian,-142,+120,+180,+180,-188,-188,1.704225352112676,2.2,https://www.bestfightodds.com/fighters/Christian-Rodriguez-9146,https://www.bestfightodds.com/fighters/Isaac-Dulgarian-10816,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Macy Chiasson,Pannie Kianzad,-138,+105,-230,-230,+210,+210,1.7246376811594204,2.05,https://www.bestfightodds.com/fighters/Macy-Chiasson-8148,https://www.bestfightodds.com/fighters/Pannie-Kianzad-5306,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Gerald Meerschaert,Bryan Barberena,-130,+110,-240,-240,+230,+230,1.7692307692307692,2.1,https://www.bestfightodds.com/fighters/Gerald-Meerschaert-3628,https://www.bestfightodds.com/fighters/Bryan-Barberena-4982,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Mike Davis,Natan Levy,-250,+205,-470,-470,+380,+380,1.4,3.05,https://www.bestfightodds.com/fighters/Mike-Davis-8423,https://www.bestfightodds.com/fighters/Natan-Levy-9159,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Chelsea Chandler,Josiane Nunes,-142,+120,+140,+140,-145,-145,1.704225352112676,2.2,https://www.bestfightodds.com/fighters/Chelsea-Chandler-7946,https://www.bestfightodds.com/fighters/Josiane-Nunes-11029,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Jafel Filho,Ode Osbourne,-120,+100,-160,-160,+164,+164,1.8333333333333335,2.0,https://www.bestfightodds.com/fighters/Jafel-Filho-14406,https://www.bestfightodds.com/fighters/Ode-Osbourne-9282,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Danny Silva,Josh Culibao,+150,-180,+180,+180,-180,-180,2.5,1.5555555555555556,https://www.bestfightodds.com/fighters/Danny-Silva-9217,https://www.bestfightodds.com/fighters/Josh-Culibao-9928,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Jaqueline Amorim,Cory McKenna,-115,-105,+145,+145,-152,-152,1.8695652173913042,1.9523809523809523,https://www.bestfightodds.com/fighters/Jaqueline-Amorim-10780,https://www.bestfightodds.com/fighters/Cory-McKenna-7840,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Thiago Moises,Mitch Ramirez,-360,+280,-315,-315,+300,+300,1.2777777777777777,3.8,https://www.bestfightodds.com/fighters/Thiago-Moises-6149,https://www.bestfightodds.com/fighters/Mitch-Ramirez-15736,,matched
UFC Fight Night: Tuivasa vs. Tybura,,Chad Anheliger,Charalampos Grigoriou,+120,-142,+155,+155,-165,-165,2.2,1.704225352112676,https://www.bestfightodds.com/fighters/Chad-Anheliger-12270,https://www.bestfightodds.com/fighters/Charalampos-Grigoriou-9980,,matched
UFC 299: O'Malley vs. Vera 2,,Sean O'Malley,Marlon Vera,-198,+164,-250,-250,+235,+235,1.5050505050505052,2.6399999999999997,https://www.bestfightodds.com/fighters/Sean-O-Malley-7125,https://www.bestfightodds.com/fighters/Marlon-Vera-5317,,matched
UFC 299: O'Malley vs. Vera 2,,Dustin Poirier,Benoit Saint Denis,,,,,,,,,https://www.bestfightodds.com/fighters/Dustin-Poirier-2034,https://www.bestfightodds.com/fighters/Benoit-Saint-Denis-10992,,no_match
UFC 299: O'Malley vs. Vera 2,,Michael Page,Kevin Holland,+105,-138,+120,+120,-125,-125,2.05,1.7246376811594204,https://www.bestfightodds.com/fighters/Michael-Page-3937,https://www.bestfightodds.com/fighters/Kevin-Holland-5910,,matched
UFC 299: O'Malley vs. Vera 2,,Jack Della Maddalena,Gilbert Burns,+105,-138,-155,-155,+142,+142,2.05,1.7246376811594204,https://www.bestfightodds.com/fighters/Jack-Della-Maddalena-7492,https://www.bestfightodds.com/fighters/Gilbert-Burns-4747,,matched
UFC 299: O'Malley vs. Vera 2,,Petr Yan,Song Yadong,-163,+120,-155,-155,+145,+145,1.6134969325153374,2.2,https://www.bestfightodds.com/fighters/Petr-Yan-7578,https://www.bestfightodds.com/fighters/Song-Yadong-9482,,matched
UFC 299: O'Malley vs. Vera 2,,Curtis Blaydes,Jailton Almeida,-110,-120,+122,+122,-125,-125,1.9090909090909092,1.8333333333333335,https://www.bestfightodds.com/fighters/Curtis-Blaydes-5732,https://www.bestfightodds.com/fighters/Jailton-Almeida-12427,,matched
UFC 299: O'Malley vs. Vera 2,,Maycee Barber,Katlyn Cerminara,-198,+164,-185,-185,+154,+154,1.5050505050505052,2.6399999999999997,https://www.bestfightodds.com/fighters/Maycee-Barber-7240,https://www.bestfightodds.com/fighters/Katlyn-Cerminara-17241,,matched
UFC 299: O'Malley vs. Vera 2,,Mateusz Gamrot,Rafael Dos Anjos,-192,+160,-450,-450,+375,+375,1.5208333333333335,2.6,https://www.bestfightodds.com/fighters/Mateusz-Gamrot-4189,https://www.bestfightodds.com/fighters/Rafael-Dos-Anjos-895,,matched
UFC 299: O'Malley vs. Vera 2,,Kyler Phillips,Pedro Munhoz,-162,+136,-210,-210,+195,+195,1.617283950617284,2.3600000000000003,https://www.bestfightodds.com/fighters/Kyler-Phillips-7228,https://www.bestfightodds.com/fighters/Pedro-Munhoz-3750,,matched
UFC 299: O'Malley vs. Vera 2,,Philipe Lins,Ion Cutelaba,+110,-130,+130,+130,-135,-135,2.1,1.7692307692307692,https://www.bestfightodds.com/fighters/Philipe-Lins-3370,https://www.bestfightodds.com/fighters/Ion-Cutelaba-4315,,matched
UFC 299: O'Malley vs. Vera 2,,Michel Pereira,Michal Oleksiejczuk,-162,+136,-150,-150,+135,+135,1.617283950617284,2.3600000000000003,https://www.bestfightodds.com/fighters/Michel-Pereira-9071,https://www.bestfightodds.com/fighters/Michal-Oleksiejczuk-7639,,matched
UFC 299: O'Malley vs. Vera 2,,Robelis Despaigne,Josh Parisian,-230,+190,-375,-375,+320,+320,1.434782608695652,2.9,https://www.bestfightodds.com/fighters/Robelis-Despaigne-16067,https://www.bestfightodds.com/fighters/Josh-Parisian-8374,,matched
UFC 299: O'Malley vs. Vera 2,,Asu Almabayev,CJ Vergara,,,,,,,,,https://www.bestfightodds.com/fighters/Asu-Almabayev-16167,https://www.bestfightodds.com/fighters/Cj-Vergara-17015,,no_match
UFC 299: O'Malley vs. Vera 2,,Joanne Wood,Maryna Moroz,+136,-162,+195,+195,-218,-218,2.3600000000000003,1.617283950617284,https://www.bestfightodds.com/fighters/Joanne-Wood-12845,https://www.bestfightodds.com/fighters/Maryna-Moroz-5527,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Jairzinho Rozenstruik,Shamil Gaziev,+154,-185,+170,+170,-170,-170,2.54,1.5405405405405406,https://www.bestfightodds.com/fighters/Jairzinho-Rozenstruik-8218,https://www.bestfightodds.com/fighters/Shamil-Gaziev-12522,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Vitor Petrino,Tyson Pedro,-250,+205,-375,-375,+350,+350,1.4,3.05,https://www.bestfightodds.com/fighters/Vitor-Petrino-14346,https://www.bestfightodds.com/fighters/Tyson-Pedro-6826,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Muhammad Mokaev,Alex Perez,-310,+250,-350,-350,+320,+320,1.3225806451612903,3.5,https://www.bestfightodds.com/fighters/Muhammad-Mokaev-10995,https://www.bestfightodds.com/fighters/Alex-Perez-2459,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Umar Nurmagomedov,Bekzat Almakhan,-715,+500,-1200,-1200,+850,+850,1.1398601398601398,6.0,https://www.bestfightodds.com/fighters/Umar-Nurmagomedov-9365,https://www.bestfightodds.com/fighters/Bekzat-Almakhan-15004,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Steve Erceg,Matt Schnell,-278,+225,-450,-450,+375,+375,1.3597122302158273,3.25,https://www.bestfightodds.com/fighters/Steve-Erceg-17167,https://www.bestfightodds.com/fighters/Matt-Schnell-3492,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Eryk Anders,Jamie Pickett,-125,+105,-450,-450,+410,+410,1.8,2.05,https://www.bestfightodds.com/fighters/Eryk-Anders-6686,https://www.bestfightodds.com/fighters/Jamie-Pickett-7361,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Vinicius Oliveira,Benardo Sopaj,,,,,,,,,https://www.bestfightodds.com/fighters/Vinicius-Oliveira-16540,https://www.bestfightodds.com/fighters/Benardo-Sopaj-18721,,no_match
UFC Fight Night: Rozenstruik vs. Gaziev,,Aiemann Zahabi,Javid Basharat,+164,-250,+700,+700,-800,-800,2.6399999999999997,1.4,https://www.bestfightodds.com/fighters/Aiemann-Zahabi-6901,https://www.bestfightodds.com/fighters/Javid-Basharat-10973,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Christian Leroy Duncan,Claudio Ribeiro,+185,-225,-360,-360,+320,+320,2.85,1.4444444444444444,https://www.bestfightodds.com/fighters/Christian-Leroy-Duncan-12577,https://www.bestfightodds.com/fighters/Claudio-Ribeiro-14247,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Ludovit Klein,AJ Cunningham,-835,+575,-910,-910,+800,+800,1.1197604790419162,6.75,https://www.bestfightodds.com/fighters/Ludovit-Klein-7610,https://www.bestfightodds.com/fighters/Aj-Cunningham-12280,,matched
UFC Fight Night: Rozenstruik vs. Gaziev,,Loik Radzhabov,Abdul-Kareem Al-Selwady,-170,+142,+126,+126,-125,-125,1.5882352941176472,2.42,https://www.bestfightodds.com/fighters/Loik-Radzhabov-9040,https://www.bestfightodds.com/fighters/Abdul-Kareem-Al-Selwady-10295,,matched
UFC Fight Night: Moreno vs. Royval 2,,Brandon Royval,Brandon Moreno,+205,-250,+280,+280,-270,-270,3.05,1.4,https://www.bestfightodds.com/fighters/Brandon-Royval-7031,https://www.bestfightodds.com/fighters/Brandon-Moreno-6681,,matched
UFC Fight Night: Moreno vs. Royval 2,,Brian Ortega,Yair Rodriguez,+123,-162,+146,+146,-140,-140,2.23,1.617283950617284,https://www.bestfightodds.com/fighters/Brian-Ortega-4290,https://www.bestfightodds.com/fighters/Yair-Rodriguez-5292,,matched
UFC Fight Night: Moreno vs. Royval 2,,Daniel Zellhuber,Francisco Prado,-198,+164,-270,-270,+275,+275,1.5050505050505052,2.6399999999999997,https://www.bestfightodds.com/fighters/Daniel-Zellhuber-9200,https://www.bestfightodds.com/fighters/Francisco-Prado-15049,,matched
UFC Fight Night: Moreno vs. Royval 2,,Yazmin Jauregui,Sam Hughes,-345,+275,-500,-500,+550,+550,1.289855072463768,3.75,https://www.bestfightodds.com/fighters/Yazmin-Jauregui-13793,https://www.bestfightodds.com/fighters/Sam-Hughes-9863,,matched
UFC Fight Night: Moreno vs. Royval 2,,Manuel Torres,Chris Duncan,-192,+160,-160,-160,+160,+160,1.5208333333333335,2.6,https://www.bestfightodds.com/fighters/Manuel-Torres-11468,https://www.bestfightodds.com/fighters/Chris-Duncan-8861,,matched
UFC Fight Night: Moreno vs. Royval 2,,Raoni Barcelos,Cristian Quinonez,,,,,,,,,https://www.bestfightodds.com/fighters/Raoni-Barcelos-4521,https://www.bestfightodds.com/fighters/Cristian-Quinonez-14186,,no_match
UFC Fight Night: Moreno vs. Royval 2,,Jesus Aguilar,Mateus Mendonca,,,,,,,,,https://www.bestfightodds.com/fighters/Jesus-Aguilar-14733,https://www.bestfightodds.com/fighters/Mateus-Mendonca-14501,,no_match
UFC Fight Night: Moreno vs. Royval 2,,Edgar Chairez,Daniel Lacerda,-395,+310,-350,-350,+385,+385,1.2531645569620253,4.1,https://www.bestfightodds.com/fighters/Edgar-Chairez-9509,https://www.bestfightodds.com/fighters/Daniel-Lacerda-12102,,matched
UFC Fight Night: Moreno vs. Royval 2,,Fares Ziam,Claudio Puelles,-130,+110,-205,-205,+180,+180,1.7692307692307692,2.1,https://www.bestfightodds.com/fighters/Fares-Ziam-9451,https://www.bestfightodds.com/fighters/Claudio-Puelles-6804,,matched
UFC Fight Night: Moreno vs. Royval 2,,Ronaldo Rodriguez,Denys Bondar,,,,,,,,,https://www.bestfightodds.com/fighters/Ronaldo-Rodriguez-18123,https://www.bestfightodds.com/fighters/Denys-Bondar-10576,,no_match
UFC Fight Night: Moreno vs. Royval 2,,Felipe dos Santos,Victor Altamirano,-148,+124,-285,-285,+255,+255,1.6756756756756757,2.24,https://www.bestfightodds.com/fighters/Felipe-Dos-Santos-14707,https://www.bestfightodds.com/fighters/Victor-Altamirano-9662,,matched
UFC Fight Night: Moreno vs. Royval 2,,Muhammad Naimov,Erik Silva,-250,+205,-500,-500,+425,+425,1.4,3.05,https://www.bestfightodds.com/fighters/Muhammad-Naimov-10630,https://www.bestfightodds.com/fighters/Erik-Silva-14213,,matched
UFC 298: Volkanovski vs. Topuria,,Ilia Topuria,Alexander Volkanovski,-560,+390,-560,-560,+390,+390,1.1785714285714286,4.9,https://www.bestfightodds.com/fighters/Ilia-Topuria-8322,https://www.bestfightodds.com/fighters/Alexander-Volkanovski-9523,,matched
UFC 298: Volkanovski vs. Topuria,,Robert Whittaker,Paulo Costa,-245,+200,-195,-195,+194,+194,1.4081632653061225,3.0,https://www.bestfightodds.com/fighters/Robert-Whittaker-3761,https://www.bestfightodds.com/fighters/Paulo-Costa-7991,,matched
UFC 298: Volkanovski vs. Topuria,,Ian Machado Garry,Geoff Neal,-225,+163,-240,-240,+235,+235,1.4444444444444444,2.63,https://www.bestfightodds.com/fighters/Ian-Machado-Garry-15690,https://www.bestfightodds.com/fighters/Geoff-Neal-8453,,matched
UFC 298: Volkanovski vs. Topuria,,Merab Dvalishvili,Henry Cejudo,+114,-135,-275,-275,+250,+250,2.1399999999999997,1.7407407407407407,https://www.bestfightodds.com/fighters/Merab-Dvalishvili-6415,https://www.bestfightodds.com/fighters/Henry-Cejudo-4438,,matched
UFC 298: Volkanovski vs. Topuria,,Anthony Hernandez,Roman Kopylov,-180,+150,-190,-190,+200,+200,1.5555555555555556,2.5,https://www.bestfightodds.com/fighters/Anthony-Hernandez-6092,https://www.bestfightodds.com/fighters/Roman-Kopylov-7343,,matched
UFC 298: Volkanovski vs. Topuria,,Amanda Lemos,Mackenzie Dern,-215,+164,-130,-130,+136,+136,1.4651162790697674,2.6399999999999997,https://www.bestfightodds.com/fighters/Amanda-Lemos-7335,https://www.bestfightodds.com/fighters/Mackenzie-Dern-6488,,matched
UFC 298: Volkanovski vs. Topuria,,Marcos Rogerio de Lima,Junior Tafa,,,,,,,,,https://www.bestfightodds.com/fighters/Marcos-Rogerio-de-Lima-2779,https://www.bestfightodds.com/fighters/Junior-Tafa-14832,,no_match
UFC 298: Volkanovski vs. Topuria,,Rinya Nakamura,Carlos Vera,-700,+500,-1250,-1250,+870,+870,1.1428571428571428,6.0,https://www.bestfightodds.com/fighters/Rinya-Nakamura-13935,https://www.bestfightodds.com/fighters/Carlos-Vera-7002,,matched
