event_name,event_date,fighter_red,fighter_blue,red_open,blue_open,red_close_low,red_close_high,blue_close_low,blue_close_high,red_open_decimal,blue_open_decimal,red_bfo_url,blue_bfo_url,bfo_event_date,bfo_event_url,match_status
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Andrei Arlovski,Jared Vanderaa,-300,+250,-145,-145,+150,+150,1.3333333333333333,3.5,https://www.bestfightodds.com/fighters/Andrei-Arlovski-487,https://www.bestfightodds.com/fighters/Jared-Vanderaa-7266,2022-02-12,,matched
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Casey O'Neill,Roxanne Modafferi,-250,+210,-350,-350,+330,+330,1.4,3.1,https://www.bestfightodds.com/fighters/Casey-O-Neill-10524,https://www.bestfightodds.com/fighters/Roxanne-Modafferi-1646,2022-02-12,,matched
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Kyler Phillips,Marcelo Rojo,-300,+250,-350,-350,+400,+400,1.3333333333333333,3.5,https://www.bestfightodds.com/fighters/Kyler-Phillips-7228,https://www.bestfightodds.com/fighters/Marcelo-Rojo-7706,2022-02-12,,matched
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Carlos Ulberg,Fabio Cherant,-145,+125,-200,-200,+240,+240,1.6896551724137931,2.25,https://www.bestfightodds.com/fighters/Carlos-Ulberg-10404,https://www.bestfightodds.com/fighters/Fabio-Cherant-7876,2022-02-12,,matched
UFC 271: Adesanya vs. Whittaker 2,,Ronnie Lawrence,Mana Martinez,,,,,,,,,https://www.bestfightodds.com/fighters/Ronnie-Lawrence-6683,https://www.bestfightodds.com/fighters/Mana-Martinez-10794,,,no_match
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Jacob Malkoun,AJ Dobson,+170,-200,+130,+130,-102,-102,2.7,1.5,https://www.bestfightodds.com/fighters/Jacob-Malkoun-10348,https://www.bestfightodds.com/fighters/Aj-Dobson-12493,2022-02-12,,matched
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Douglas Silva de Andrade,Sergey Morozov,+170,-200,+200,+200,-210,-210,2.7,1.5,https://www.bestfightodds.com/fighters/Douglas-Silva-de-Andrade-6730,https://www.bestfightodds.com/fighters/Sergey-Morozov-8723,2022-02-12,,matched
UFC 271: Adesanya vs. Whittaker 2,,Jeremiah Wells,Blood Diamond,,,,,,,,,https://www.bestfightodds.com/fighters/Jeremiah-Wells-8059,https://www.bestfightodds.com/fighters/Blood-Diamond-13276,,,no_match
UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Maxim Grishin,William Knight,-200,+170,-160,-160,+150,+150,1.5,2.7,https://www.bestfightodds.com/fighters/Maxim-Grishin-2985,https://www.bestfightodds.com/fighters/William-Knight-8856,2022-02-12,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-06,Sean Strickland,Jack Hermansson,-175,+150,-225,-225,+205,+205,1.5714285714285714,2.5,https://www.bestfightodds.com/fighters/Sean-Strickland-4733,https://www.bestfightodds.com/fighters/Jack-Hermansson-2474,2022-02-06,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-06,Nick Maximov,Punahele Soriano,+145,-170,+166,+166,-175,-175,2.45,1.5882352941176472,https://www.bestfightodds.com/fighters/Nick-Maximov-10315,https://www.bestfightodds.com/fighters/Punahele-Soriano-7386,2022-02-06,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-06,Shavkat Rakhmonov,Carlston Harris,-175,+150,-225,-225,+225,+225,1.5714285714285714,2.5,https://www.bestfightodds.com/fighters/Shavkat-Rakhmonov-9925,https://www.bestfightodds.com/fighters/Carlston-Harris-10791,2022-02-06,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-06,Brendan Allen,Sam Alvey,-350,+285,-360,-360,+320,+320,1.2857142857142856,3.85,https://www.bestfightodds.com/fighters/Brendan-Allen-6203,https://www.bestfightodds.com/fighters/Sam-Alvey-2496,2022-02-06,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-06,Bryan Battle,Tresean Gore,+115,-135,+145,+145,-135,-135,2.15,1.7407407407407407,https://www.bestfightodds.com/fighters/Bryan-Battle-12265,https://www.bestfightodds.com/fighters/Tresean-Gore-12266,2022-02-06,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-06,Julian Erosa,Steven Peterson,-235,+200,-300,-300,+280,+280,1.425531914893617,3.0,https://www.bestfightodds.com/fighters/Julian-Erosa-6088,https://www.bestfightodds.com/fighters/Steven-Peterson-2086,2022-02-06,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,John Castaneda,Miles Johns,+190,-225,+200,+200,-165,-165,2.9,1.4444444444444444,https://www.bestfightodds.com/fighters/John-Castaneda-7396,https://www.bestfightodds.com/fighters/Miles-Johns-5373,2022-02-05,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Hakeem Dawodu,Michael Trizano,-200,+170,-167,-167,+165,+165,1.5,2.7,https://www.bestfightodds.com/fighters/Hakeem-Dawodu-5195,https://www.bestfightodds.com/fighters/Michael-Trizano-7678,2022-02-05,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Chidi Njokuani,Marc-Andre Barriault,+120,-140,+102,+102,-105,-105,2.2,1.7142857142857144,https://www.bestfightodds.com/fighters/Chidi-Njokuani-2452,https://www.bestfightodds.com/fighters/Marc-Andre-Barriault-8960,2022-02-05,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Alexis Davis,Julija Stoliarenko,-200,+170,-225,-225,+240,+240,1.5,2.7,https://www.bestfightodds.com/fighters/Alexis-Davis-2693,https://www.bestfightodds.com/fighters/Julija-Stoliarenko-9926,2022-02-05,,matched
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Jailton Almeida,Danilo Marques,-210,+180,-370,-370,+350,+350,1.4761904761904763,2.8,https://www.bestfightodds.com/fighters/Jailton-Almeida-12427,https://www.bestfightodds.com/fighters/Danilo-Marques-7128,2022-02-05,,matched
UFC Fight Night: Hermansson vs. Strickland,,Phil Rowe,Jason Witt,,,,,,,,,https://www.bestfightodds.com/fighters/Phil-Rowe-9898,https://www.bestfightodds.com/fighters/Jason-Witt-5711,,,no_match
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Malcolm Gordon,Denys Bondar,+190,-250,+285,+285,-250,-250,2.9,1.4,https://www.bestfightodds.com/fighters/Malcolm-Gordon-3630,https://www.bestfightodds.com/fighters/Denys-Bondar-10576,2022-02-05,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Francis Ngannou,Ciryl Gane,-190,+165,+135,+135,-133,-133,1.526315789473684,2.65,https://www.bestfightodds.com/fighters/Francis-Ngannou-5847,https://www.bestfightodds.com/fighters/Ciryl-Gane-9273,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Deiveson Figueiredo,Brandon Moreno,+155,-185,+165,+165,-180,-180,2.55,1.5405405405405406,https://www.bestfightodds.com/fighters/Deiveson-Figueiredo-7514,https://www.bestfightodds.com/fighters/Brandon-Moreno-6681,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Michel Pereira,Andre Fialho,-250,+210,-275,-275,+250,+250,1.4,3.1,https://www.bestfightodds.com/fighters/Michel-Pereira-9071,https://www.bestfightodds.com/fighters/Andre-Fialho-6170,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Said Nurmagomedov,Cody Stamann,-245,+210,-170,-170,+170,+170,1.4081632653061225,3.1,https://www.bestfightodds.com/fighters/Said-Nurmagomedov-8192,https://www.bestfightodds.com/fighters/Cody-Stamann-7352,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Michael Morales,Trevin Giles,-155,+135,+104,+104,-105,-105,1.6451612903225805,2.35,https://www.bestfightodds.com/fighters/Michael-Morales-12495,https://www.bestfightodds.com/fighters/Trevin-Giles-4665,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Victor Henry,Raoni Barcelos,+285,-350,+425,+425,-450,-450,3.85,1.2857142857142856,https://www.bestfightodds.com/fighters/Victor-Henry-9364,https://www.bestfightodds.com/fighters/Raoni-Barcelos-4521,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,,Jack Della Maddalena,Pete Rodriguez,,,,,,,,,https://www.bestfightodds.com/fighters/Jack-Della-Maddalena-7492,https://www.bestfightodds.com/fighters/Pete-Rodriguez-14497,,,no_match
UFC 270: Ngannou vs. Gane,2022-01-22,Tony Gravely,Saimon Oliveira,-170,+145,-250,-250,+235,+235,1.5882352941176472,2.45,https://www.bestfightodds.com/fighters/Tony-Gravely-7346,https://www.bestfightodds.com/fighters/Saimon-Oliveira-12268,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,2022-01-22,Matt Frevola,Genaro Valdez,+110,-130,-200,-200,+188,+188,2.1,1.7692307692307692,https://www.bestfightodds.com/fighters/Matt-Frevola-5332,https://www.bestfightodds.com/fighters/Genaro-Valdez-12616,2022-01-22,,matched
UFC 270: Ngannou vs. Gane,,Vanessa Demopoulos,Silvana Gomez Juarez,,,,,,,,,https://www.bestfightodds.com/fighters/Vanessa-Demopoulos-8998,https://www.bestfightodds.com/fighters/Silvana-Gomez-Juarez-7910,,,no_match
UFC 270: Ngannou vs. Gane,2022-01-22,Jasmine Jasudavicius,Kay Hansen,-105,-115,+175,+175,-175,-175,1.9523809523809523,1.8695652173913042,https://www.bestfightodds.com/fighters/Jasmine-Jasudavicius-9869,https://www.bestfightodds.com/fighters/Kay-Hansen-7757,2022-01-22,,matched
UFC Fight Night: Kattar vs. Chikadze,,Calvin Kattar,Giga Chikadze,,,,,,,,,https://www.bestfightodds.com/fighters/Calvin-Kattar-717,https://www.bestfightodds.com/fighters/Giga-Chikadze-6073,,,no_match
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Jake Collier,Chase Sherman,-105,-115,-132,-132,+120,+120,1.9523809523809523,1.8695652173913042,https://www.bestfightodds.com/fighters/Jake-Collier-3559,https://www.bestfightodds.com/fighters/Chase-Sherman-5994,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Brandon Royval,Rogerio Bontorin,-110,-110,-152,-152,+150,+150,1.9090909090909092,1.9090909090909092,https://www.bestfightodds.com/fighters/Brandon-Royval-7031,https://www.bestfightodds.com/fighters/Rogerio-Bontorin-8547,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,,Katlyn Cerminara,Jennifer Maia,,,,,,,,,https://www.bestfightodds.com/fighters/Katlyn-Cerminara-17241,https://www.bestfightodds.com/fighters/Jennifer-Maia-3198,,,no_match
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Viacheslav Borshchev,Dakota Bush,+125,-145,-188,-188,+198,+198,2.25,1.6896551724137931,https://www.bestfightodds.com/fighters/Viacheslav-Borshchev-12730,https://www.bestfightodds.com/fighters/Dakota-Bush-7496,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Bill Algeo,Joanderson Brito,-110,-110,+145,+145,-145,-145,1.9090909090909092,1.9090909090909092,https://www.bestfightodds.com/fighters/Bill-Algeo-9171,https://www.bestfightodds.com/fighters/Joanderson-Brito-9135,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Jamie Pickett,Joseph Holmes,+150,-175,+162,+162,-133,-133,2.5,1.5714285714285714,https://www.bestfightodds.com/fighters/Jamie-Pickett-7361,https://www.bestfightodds.com/fighters/Joseph-Holmes-9008,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Court McGee,Ramiz Brahimaj,-120,+100,+108,+108,-110,-110,1.8333333333333335,2.0,https://www.bestfightodds.com/fighters/Court-McGee-1956,https://www.bestfightodds.com/fighters/Ramiz-Brahimaj-7724,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Brian Kelleher,Kevin Croom,-325,+275,-335,-335,+385,+385,1.3076923076923077,3.75,https://www.bestfightodds.com/fighters/Brian-Kelleher-2978,https://www.bestfightodds.com/fighters/Kevin-Croom-2068,2022-01-15,,matched
UFC Fight Night: Kattar vs. Chikadze,2022-01-15,TJ Brown,Charles Rosa,-220,+185,-200,-200,+200,+200,1.4545454545454546,2.85,https://www.bestfightodds.com/fighters/Alandria-Brown-12812,https://www.bestfightodds.com/fighters/Charles-Rosa-5175,2022-01-15,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Derrick Lewis,Chris Daukaus,+140,-160,+128,+128,-135,-135,2.4,1.625,https://www.bestfightodds.com/fighters/Derrick-Lewis-2610,https://www.bestfightodds.com/fighters/Chris-Daukaus-8527,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Belal Muhammad,Stephen Thompson,+210,-250,+195,+195,-210,-210,3.1,1.4,https://www.bestfightodds.com/fighters/Belal-Muhammad-3777,https://www.bestfightodds.com/fighters/Stephen-Thompson-3092,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Amanda Lemos,Angela Hill,-260,+220,-265,-265,+250,+250,1.3846153846153846,3.2,https://www.bestfightodds.com/fighters/Amanda-Lemos-7335,https://www.bestfightodds.com/fighters/Angela-Hill-5348,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Ricky Simon,Raphael Assuncao,-210,+180,-275,-275,+275,+275,1.4761904761904763,2.8,https://www.bestfightodds.com/fighters/Ricky-Simon-5780,https://www.bestfightodds.com/fighters/Raphael-Assuncao-2390,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,,Mateusz Gamrot,Diego Ferreira,,,,,,,,,https://www.bestfightodds.com/fighters/Mateusz-Gamrot-4189,https://www.bestfightodds.com/fighters/Diego-Ferreira-5180,,,no_match
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Cub Swanson,Darren Elkins,-155,+135,-160,-160,+155,+155,1.6451612903225805,2.35,https://www.bestfightodds.com/fighters/Cub-Swanson-387,https://www.bestfightodds.com/fighters/Darren-Elkins-1768,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Gerald Meerschaert,Dustin Stoltzfus,-255,+215,-225,-225,+225,+225,1.392156862745098,3.15,https://www.bestfightodds.com/fighters/Gerald-Meerschaert-3628,https://www.bestfightodds.com/fighters/Dustin-Stoltzfus-10214,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Justin Tafa,Harry Hunsucker,-325,+275,-310,-310,+280,+280,1.3076923076923077,3.75,https://www.bestfightodds.com/fighters/Justin-Tafa-9315,https://www.bestfightodds.com/fighters/Harry-Hunsucker-10438,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Melissa Gatto,Sijara Eubanks,-130,+110,+150,+150,-160,-160,1.7692307692307692,2.1,https://www.bestfightodds.com/fighters/Melissa-Gatto-9088,https://www.bestfightodds.com/fighters/Sijara-Eubanks-5587,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Charles Jourdain,Andre Ewell,-225,+190,-196,-196,+197,+197,1.4444444444444444,2.9,https://www.bestfightodds.com/fighters/Charles-Jourdain-9131,https://www.bestfightodds.com/fighters/Andre-Ewell-8076,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Raquel Pennington,Macy Chiasson,-300,+250,-127,-127,+135,+135,1.3333333333333333,3.5,https://www.bestfightodds.com/fighters/Raquel-Pennington-3353,https://www.bestfightodds.com/fighters/Macy-Chiasson-8148,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Don'Tale Mayes,Josh Parisian,-140,+120,-165,-165,+170,+170,1.7142857142857144,2.2,https://www.bestfightodds.com/fighters/Don-tale-Mayes-6830,https://www.bestfightodds.com/fighters/Josh-Parisian-8374,2021-12-18,,matched
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Jordan Leavitt,Matt Sayles,-220,+185,-130,-130,+130,+130,1.4545454545454546,2.85,https://www.bestfightodds.com/fighters/Jordan-Leavitt-10210,https://www.bestfightodds.com/fighters/Matt-Sayles-5034,2021-12-18,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Charles Oliveira,Dustin Poirier,+145,-165,+120,+120,-130,-130,2.45,1.606060606060606,https://www.bestfightodds.com/fighters/Charles-Oliveira-1893,https://www.bestfightodds.com/fighters/Dustin-Poirier-2034,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2022-07-30,Julianna Pena,Amanda Nunes,+210,-250,+230,+230,-245,-245,3.1,1.4,https://www.bestfightodds.com/fighters/Julianna-Pena-1816,https://www.bestfightodds.com/fighters/Amanda-Nunes-2225,2022-07-30,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Geoff Neal,Santiago Ponzinibbio,-115,-105,+114,+114,-120,-120,1.8695652173913042,1.9523809523809523,https://www.bestfightodds.com/fighters/Geoff-Neal-8453,https://www.bestfightodds.com/fighters/Santiago-Ponzinibbio-4415,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,,Kai Kara-France,Cody Garbrandt,,,,,,,,,https://www.bestfightodds.com/fighters/Kai-Kara-France-8800,https://www.bestfightodds.com/fighters/Cody-Garbrandt-5368,,,no_match
UFC 269: Oliveira vs. Poirier,2021-12-11,Sean O'Malley,Raulian Paiva,-330,+270,-290,-290,+280,+280,1.303030303030303,3.7,https://www.bestfightodds.com/fighters/Sean-O-Malley-7125,https://www.bestfightodds.com/fighters/Raulian-Paiva-8553,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Josh Emmett,Dan Ige,-200,+170,-127,-127,+125,+125,1.5,2.7,https://www.bestfightodds.com/fighters/Josh-Emmett-6405,https://www.bestfightodds.com/fighters/Dan-Ige-6448,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Dominick Cruz,Pedro Munhoz,+135,-155,+105,+105,-105,-105,2.35,1.6451612903225805,https://www.bestfightodds.com/fighters/Dominick-Cruz-660,https://www.bestfightodds.com/fighters/Pedro-Munhoz-3750,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Tai Tuivasa,Augusto Sakai,-110,-110,-120,-120,+110,+110,1.9090909090909092,1.9090909090909092,https://www.bestfightodds.com/fighters/Tai-Tuivasa-7444,https://www.bestfightodds.com/fighters/Augusto-Sakai-4014,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Bruno Silva,Jordan Wright,-350,+285,-290,-290,+280,+280,1.2857142857142856,3.85,https://www.bestfightodds.com/fighters/Bruno-Silva-7121,https://www.bestfightodds.com/fighters/Jordan-Wright-7848,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Andre Muniz,Eryk Anders,-125,+105,-175,-175,+175,+175,1.8,2.05,https://www.bestfightodds.com/fighters/Andre-Muniz-8538,https://www.bestfightodds.com/fighters/Eryk-Anders-6686,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Erin Blanchfield,Miranda Maverick,-155,+135,+130,+130,-136,-136,1.6451612903225805,2.35,https://www.bestfightodds.com/fighters/Erin-Blanchfield-8336,https://www.bestfightodds.com/fighters/Miranda-Maverick-6780,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Ryan Hall,Darrick Minner,-260,+220,-163,-163,+195,+195,1.3846153846153846,3.2,https://www.bestfightodds.com/fighters/Ryan-Hall-6089,https://www.bestfightodds.com/fighters/Darrick-Minner-4482,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Tony Kelley,Randy Costa,-110,-110,+180,+180,-175,-175,1.9090909090909092,1.9090909090909092,https://www.bestfightodds.com/fighters/Tony-Kelley-4970,https://www.bestfightodds.com/fighters/Randy-Costa-9030,2021-12-11,,matched
UFC 269: Oliveira vs. Poirier,2021-12-11,Gillian Robertson,Priscila Cachoeira,-300,+250,-290,-290,+300,+300,1.3333333333333333,3.5,https://www.bestfightodds.com/fighters/Gillian-Robertson-7784,https://www.bestfightodds.com/fighters/Priscila-Cachoeira-7754,2021-12-11,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Jose Aldo,Rob Font,-105,-115,+125,+125,-125,-125,1.9523809523809523,1.8695652173913042,https://www.bestfightodds.com/fighters/Jose-Aldo-659,https://www.bestfightodds.com/fighters/Rob-Font-4984,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Rafael Fiziev,Brad Riddell,+110,-130,-120,-120,+122,+122,2.1,1.7692307692307692,https://www.bestfightodds.com/fighters/Rafael-Fiziev-8258,https://www.bestfightodds.com/fighters/Brad-Riddell-9517,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Jamahal Hill,Jimmy Crute,+185,-220,+170,+170,-175,-175,2.85,1.4545454545454546,https://www.bestfightodds.com/fighters/Jamahal-Hill-9288,https://www.bestfightodds.com/fighters/Jimmy-Crute-9838,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,,Clay Guida,Leonardo Santos,,,,,,,,,https://www.bestfightodds.com/fighters/Clay-Guida-23,https://www.bestfightodds.com/fighters/Leonardo-Santos-1213,,,no_match
UFC Fight Night: Font vs. Aldo,2024-04-06,Chris Curtis,Brendan Allen,+225,-278,+190,+190,-210,-210,3.25,1.3597122302158273,https://www.bestfightodds.com/fighters/Chris-Curtis-6020,https://www.bestfightodds.com/fighters/Brendan-Allen-6203,2024-04-06,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Alex Morono,Mickey Gall,-270,+230,-230,-230,+230,+230,1.3703703703703702,3.3,https://www.bestfightodds.com/fighters/Alex-Morono-2727,https://www.bestfightodds.com/fighters/Mickey-Gall-6162,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,,Dusko Todorovic,Maki Pitolo,,,,,,,,,https://www.bestfightodds.com/fighters/Dusko-Todorovic-9397,https://www.bestfightodds.com/fighters/Maki-Pitolo-6299,,,no_match
UFC Fight Night: Font vs. Aldo,2021-12-04,Manel Kape,Zhalgas Zhumagulov,-260,+220,-275,-275,+275,+275,1.3846153846153846,3.2,https://www.bestfightodds.com/fighters/Manel-Kape-7510,https://www.bestfightodds.com/fighters/Zhalgas-Zhumagulov-8045,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Bryan Barberena,Darian Weeks,-175,+150,-126,-126,+125,+125,1.5714285714285714,2.5,https://www.bestfightodds.com/fighters/Bryan-Barberena-4982,https://www.bestfightodds.com/fighters/Darian-Weeks-10594,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Cheyanne Vlismas,Mallory Martin,-200,+150,-175,-175,+170,+170,1.5,2.5,https://www.bestfightodds.com/fighters/Cheyanne-Vlismas-8146,https://www.bestfightodds.com/fighters/Mallory-Martin-6997,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,William Knight,Alonzo Menifield,+110,-140,+150,+150,-154,-154,2.1,1.7142857142857144,https://www.bestfightodds.com/fighters/William-Knight-8856,https://www.bestfightodds.com/fighters/Alonzo-Menifield-5961,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Claudio Puelles,Chris Gruetzemacher,-150,+130,-102,-102,+110,+110,1.6666666666666665,2.3,https://www.bestfightodds.com/fighters/Claudio-Puelles-6804,https://www.bestfightodds.com/fighters/Chris-Gruetzemacher-4176,2021-12-04,,matched
UFC Fight Night: Font vs. Aldo,2021-12-04,Vince Morales,Louis Smolka,+160,-185,+152,+152,-154,-154,2.6,1.5405405405405406,https://www.bestfightodds.com/fighters/Vince-Morales-6316,https://www.bestfightodds.com/fighters/Louis-Smolka-4634,2021-12-04,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Ketlen Vieira,Miesha Tate,-160,+140,+102,+102,+100,+100,1.625,2.4,https://www.bestfightodds.com/fighters/Ketlen-Vieira-6585,https://www.bestfightodds.com/fighters/Miesha-Tate-783,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Sean Brady,Michael Chiesa,-140,+120,-175,-175,+170,+170,1.7142857142857144,2.2,https://www.bestfightodds.com/fighters/Sean-Brady-8521,https://www.bestfightodds.com/fighters/Michael-Chiesa-3317,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Taila Santos,Joanne Wood,-300,+225,-350,-350,+300,+300,1.3333333333333333,3.25,https://www.bestfightodds.com/fighters/Taila-Santos-8541,https://www.bestfightodds.com/fighters/Joanne-Wood-12845,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-07-31,Rani Yahya,Kyung Ho Kang,+110,-150,+105,+105,-125,-125,2.1,1.6666666666666665,https://www.bestfightodds.com/fighters/Rani-Yahya-199,https://www.bestfightodds.com/fighters/Kyung-Ho-Kang-1738,2021-07-31,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Adrian Yanez,Davey Grant,-240,+205,-265,-265,+245,+245,1.4166666666666667,3.05,https://www.bestfightodds.com/fighters/Adrian-Yanez-4952,https://www.bestfightodds.com/fighters/Davey-Grant-4074,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Pat Sabatini,Tucker Lutz,-150,+130,+115,+115,+100,+100,1.6666666666666665,2.3,https://www.bestfightodds.com/fighters/Pat-Sabatini-8167,https://www.bestfightodds.com/fighters/Tucker-Lutz-10266,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Rafa Garcia,Natan Levy,+130,-150,-110,-110,+100,+100,2.3,1.6666666666666665,https://www.bestfightodds.com/fighters/Rafa-Garcia-9241,https://www.bestfightodds.com/fighters/Natan-Levy-9159,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Loopy Godinez,Loma Lookboonmee,-110,-110,-137,-137,+140,+140,1.9090909090909092,1.9090909090909092,https://www.bestfightodds.com/fighters/Loopy-Godinez-12828,https://www.bestfightodds.com/fighters/Loma-Lookboonmee-7834,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,,Cody Durden,Aoriqileng,,,,,,,,,https://www.bestfightodds.com/fighters/Cody-Durden-10231,https://www.bestfightodds.com/fighters/Aoriqileng-16506,,,no_match
UFC Fight Night: Vieira vs. Tate,2021-11-20,Shayilan Nuerdanbieke,Sean Soriano,+190,-225,+285,+285,-270,-270,2.9,1.4444444444444444,https://www.bestfightodds.com/fighters/Shayilan-Nuerdanbieke-11334,https://www.bestfightodds.com/fighters/Sean-Soriano-3558,2021-11-20,,matched
UFC Fight Night: Vieira vs. Tate,2021-11-20,Luana Pinheiro,Sam Hughes,-185,+160,-360,-360,+350,+350,1.5405405405405406,2.6,https://www.bestfightodds.com/fighters/Luana-Pinheiro-10468,https://www.bestfightodds.com/fighters/Sam-Hughes-9863,2021-11-20,,matched
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,Max Holloway,Yair Rodriguez,-375,+300,-570,-570,+500,+500,1.2666666666666666,4.0,https://www.bestfightodds.com/fighters/Max-Holloway-3090,https://www.bestfightodds.com/fighters/Yair-Rodriguez-5292,2021-11-13,,matched
UFC Fight Night: Holloway vs. Rodriguez,,Marcos Rogerio de Lima,Ben Rothwell,,,,,,,,,https://www.bestfightodds.com/fighters/Marcos-Rogerio-de-Lima-2779,https://www.bestfightodds.com/fighters/Ben-Rothwell-743,,,no_match
UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,Felicia Spencer,Leah Letson,-400,+300,-333,-333,+300,+300,1.25,4.0,https://www.bestfightodds.com/fighters/Felicia-Spencer-7052,https://www.bestfightodds.com/fighters/Leah-Letson-6949,2021-11-13,,matched
